id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Morett_data.454_1	311	311	+	311	thrA	NA	NA
TSS_Morett_data.454_2	3157	3157	+	3157	thrB	NA	NA
TSS_Morett_data.454_3	3479	3479	+	3479	thrB	NA	NA
TSS_Morett_data.454_4	3701	3701	+	3701	thrC	NA	NA
TSS_Morett_data.454_5	7398	7398	-	7398	yaaJ	NA	NA
TSS_Morett_data.454_6	8193	8193	+	8193	talB	NA	NA
TSS_Morett_data.454_7	8203	8203	+	8203	talB	NA	NA
TSS_Morett_data.454_8	18025	18025	+	18025	nhaA	NA	NA
TSS_Morett_data.454_9	18486	18486	+	18486	nhaR	NA	NA
TSS_Morett_data.454_10	21114	21114	-	21114	rpsT	NA	NA
TSS_Morett_data.454_11	21207	21207	-	21207	rpsT	NA	NA
TSS_Morett_data.454_12	22024	22024	+	22024	ileS	NA	NA
TSS_Morett_data.454_13	22034	22034	+	22034	ileS	NA	NA
TSS_Morett_data.454_14	25100	25100	+	25100	lspA	NA	NA
TSS_Morett_data.454_15	25191	25191	+	25191	ileS	NA	NA
TSS_Morett_data.454_16	27263	27263	+	27263	rihC	NA	NA
TSS_Morett_data.454_17	27264	27264	+	27264	rihC	NA	NA
TSS_Morett_data.454_18	29555	29555	+	29555	carA	NA	NA
TSS_Morett_data.454_19	30344	30344	+	30344	carA	NA	NA
TSS_Morett_data.454_20	57156	57156	-	57156	lptD	NA	NA
TSS_Morett_data.454_21	57241	57241	-	57241	lptD	NA	NA
TSS_Morett_data.454_22	58931	58931	+	58931	yabP	NA	NA
TSS_Morett_data.454_23	65803	65803	-	65803	polB	NA	NA
TSS_Morett_data.454_24	66552	66552	-	66552	araD	NA	NA
TSS_Morett_data.454_25	77510	77510	+	77510	setA	NA	NA
TSS_Morett_data.454_26	77619	77619	+	77619	setA	NA	NA
TSS_Morett_data.454_27	80600	80600	-	80600	leuC	NA	NA
TSS_Morett_data.454_28	81342	81342	-	81342	leuC	NA	NA
TSS_Morett_data.454_29	82035	82035	-	82035	leuB	NA	NA
TSS_Morett_data.454_30	82123	82123	-	82123	leuB	NA	NA
TSS_Morett_data.454_31	90037	90037	+	90037	mraW	NA	NA
TSS_Morett_data.454_32	93083	93083	+	93083	murE	NA	NA
TSS_Morett_data.454_33	94447	94447	+	94447	murF	NA	NA
TSS_Morett_data.454_34	95947	95947	+	95947	mraY	NA	NA
TSS_Morett_data.454_35	102974	102974	+	102974	ftsQ	NA	NA
TSS_Morett_data.454_36	103137	103137	+	103137	ftsQ	NA	NA
TSS_Morett_data.454_37	106561	106561	+	106561	lpxC	NA	NA
TSS_Morett_data.454_38	106831	106831	+	106831	lpxC	NA	NA
TSS_Morett_data.454_39	110405	110405	+	110405	secA	NA	NA
TSS_Morett_data.454_40	113399	113399	+	113399	guaC	NA	NA
TSS_Morett_data.454_41	121677	121677	-	121677	aroP	NA	NA
TSS_Morett_data.454_42	123372	123372	+	123372	aceE	NA	NA
TSS_Morett_data.454_43	125284	125284	+	125284	aceF	NA	NA
TSS_Morett_data.454_44	125325	125325	+	125325	aceF	NA	NA
TSS_Morett_data.454_45	127613	127613	+	127613	lpd	NA	NA
TSS_Morett_data.454_46	127717	127717	+	127717	lpd	NA	NA
TSS_Morett_data.454_47	127862	127862	+	127862	lpd	NA	NA
TSS_Morett_data.454_48	136975	136975	-	136975	yacC	NA	NA
TSS_Morett_data.454_49	137053	137053	-	137053	yacC	NA	NA
TSS_Morett_data.454_50	141361	141361	+	141361	hpt	NA	NA
TSS_Morett_data.454_51	144098	144098	+	144098	yadI	NA	NA
TSS_Morett_data.454_52	149183	149183	-	149183	panC	NA	NA
TSS_Morett_data.454_53	149630	149630	-	149630	panB	NA	NA
TSS_Morett_data.454_54	158034	158034	-	158034	pcnB	NA	NA
TSS_Morett_data.454_55	158624	158624	-	158624	pcnB	NA	NA
TSS_Morett_data.454_56	160657	160657	-	160657	dksA	NA	NA
TSS_Morett_data.454_57	160768	160768	-	160768	dksA	NA	NA
TSS_Morett_data.454_58	166840	166840	+	166840	mrcB	NA	NA
TSS_Morett_data.454_59	175011	175011	+	175011	clcA	NA	NA
TSS_Morett_data.454_60	179153	179153	-	179153	mtn	NA	NA
TSS_Morett_data.454_61	185976	185976	-	185976	dapD	NA	NA
TSS_Morett_data.454_62	190676	190676	+	190676	tsf	NA	NA
TSS_Morett_data.454_63	190819	190819	+	190819	tsf	NA	NA
TSS_Morett_data.454_64	190820	190820	+	190820	tsf	NA	NA
TSS_Morett_data.454_65	190857	190857	+	190857	tsf	NA	NA
TSS_Morett_data.454_66	191444	191444	+	191444	tsf	NA	NA
TSS_Morett_data.454_67	192444	192444	+	192444	pyrH	NA	NA
TSS_Morett_data.454_68	193168	193168	+	193168	dxr	NA	NA
TSS_Morett_data.454_69	194385	194385	+	194385	dxr	NA	NA
TSS_Morett_data.454_70	195881	195881	+	195881	cdsA	NA	NA
TSS_Morett_data.454_71	196151	196151	+	196151	rseP	NA	NA
TSS_Morett_data.454_72	196423	196423	+	196423	rseP	NA	NA
TSS_Morett_data.454_73	199988	199988	+	199988	hlpA	NA	NA
TSS_Morett_data.454_74	200377	200377	+	200377	hlpA	NA	NA
TSS_Morett_data.454_75	200550	200550	+	200550	hlpA	NA	NA
TSS_Morett_data.454_76	202076	202076	+	202076	fabZ	NA	NA
TSS_Morett_data.454_77	204205	204205	+	204205	rnhB	NA	NA
TSS_Morett_data.454_78	204332	204332	+	204332	rnhB	NA	NA
TSS_Morett_data.454_79	208274	208274	+	208274	accA	NA	NA
TSS_Morett_data.454_80	220034	220034	-	220034	rcsF	NA	NA
TSS_Morett_data.454_81	220074	220074	-	220074	rcsF	NA	NA
TSS_Morett_data.454_82	223485	223485	+	223485	rrsH	NA	NA
TSS_Morett_data.454_83	223656	223656	+	223656	rrsH	NA	NA
TSS_Morett_data.454_84	223737	223737	+	223737	rrsH	NA	NA
TSS_Morett_data.454_85	225346	225346	+	225346	ileV	NA	NA
TSS_Morett_data.454_86	225347	225347	+	225347	ileV	NA	NA
TSS_Morett_data.454_87	225348	225348	+	225348	ileV	NA	NA
TSS_Morett_data.454_88	225367	225367	+	225367	ileV	NA	NA
TSS_Morett_data.454_89	225394	225394	+	225394	alaV	NA	NA
TSS_Morett_data.454_90	225634	225634	+	225634	rrlH	NA	NA
TSS_Morett_data.454_91	225636	225636	+	225636	rrlH	NA	NA
TSS_Morett_data.454_92	225637	225637	+	225637	rrlH	NA	NA
TSS_Morett_data.454_93	233981	233981	-	233981	mltD	NA	NA
TSS_Morett_data.454_94	240215	240215	-	240215	yafV	NA	NA
TSS_Morett_data.454_95	240334	240334	+	240334	ivy	NA	NA
TSS_Morett_data.454_96	244082	244082	+	244082	yafJ	NA	NA
TSS_Morett_data.454_97	255776	255776	-	255776	pepD	NA	NA
TSS_Morett_data.454_98	255807	255807	-	255807	pepD	NA	NA
TSS_Morett_data.454_99	257810	257810	+	257810	crl	NA	NA
TSS_Morett_data.454_100	259909	259909	+	259909	proB	NA	NA
TSS_Morett_data.454_101	260368	260368	+	260368	proB	NA	NA
TSS_Morett_data.454_102	261119	261119	+	261119	proA	NA	NA
TSS_Morett_data.454_103	274134	274134	-	274134	insH-1	NA	NA
TSS_Morett_data.454_104	274536	274536	-	274536	insH-1	NA	NA
TSS_Morett_data.454_105	279891	279891	-	279891	insAB-2	NA	NA
TSS_Morett_data.454_106	289190	289190	-	289190	yagI	NA	NA
TSS_Morett_data.454_107	310240	310240	-	310240	matB	NA	NA
TSS_Morett_data.454_108	310719	310719	-	310719	matB	NA	NA
TSS_Morett_data.454_109	329361	329361	-	329361	betI	NA	NA
TSS_Morett_data.454_110	342838	342838	+	342838	yahK	NA	NA
TSS_Morett_data.454_111	349982	349982	+	349982	prpC	NA	NA
TSS_Morett_data.454_112	354884	354884	+	354884	codB	NA	NA
TSS_Morett_data.454_113	362120	362120	-	362120	lacA	NA	NA
TSS_Morett_data.454_114	379601	379601	-	379601	frmA	NA	NA
TSS_Morett_data.454_115	389754	389754	-	389754	hemB	NA	NA
TSS_Morett_data.454_116	406278	406278	+	406278	aroL	NA	NA
TSS_Morett_data.454_117	406352	406352	+	406352	aroL	NA	NA
TSS_Morett_data.454_118	408151	408151	+	408151	yaiE	NA	NA
TSS_Morett_data.454_119	417640	417640	+	417640	phoR	NA	NA
TSS_Morett_data.454_120	419481	419481	+	419481	brnQ	NA	NA
TSS_Morett_data.454_121	424986	424986	+	424986	queA	NA	NA
TSS_Morett_data.454_122	427204	427204	+	427204	yajC	NA	NA
TSS_Morett_data.454_123	430063	430063	+	430063	yajD	NA	NA
TSS_Morett_data.454_124	430121	430121	+	430121	yajD	NA	NA
TSS_Morett_data.454_125	432078	432078	-	432078	tsx	NA	NA
TSS_Morett_data.454_126	432090	432090	-	432090	tsx	NA	NA
TSS_Morett_data.454_127	432978	432978	+	432978	nrdR	NA	NA
TSS_Morett_data.454_128	434610	434610	+	434610	ribE	NA	NA
TSS_Morett_data.454_129	434632	434632	+	434632	ribE	NA	NA
TSS_Morett_data.454_130	435786	435786	+	435786	thiL	NA	NA
TSS_Morett_data.454_131	436472	436472	+	436472	pgpA	NA	NA
TSS_Morett_data.454_132	438162	438162	-	438162	yajO	NA	NA
TSS_Morett_data.454_133	441469	441469	+	441469	thiI	NA	NA
TSS_Morett_data.454_134	443140	443140	-	443140	yajL	NA	NA
TSS_Morett_data.454_135	446684	446684	-	446684	yajR	NA	NA
TSS_Morett_data.454_136	447661	447661	-	447661	cyoE	NA	NA
TSS_Morett_data.454_137	448092	448092	-	448092	cyoD	NA	NA
TSS_Morett_data.454_138	448187	448187	-	448187	cyoD	NA	NA
TSS_Morett_data.454_139	448258	448258	-	448258	cyoD	NA	NA
TSS_Morett_data.454_140	451653	451653	-	451653	cyoA	NA	NA
TSS_Morett_data.454_141	454995	454995	+	454995	tig	NA	NA
TSS_Morett_data.454_142	455004	455004	+	455004	tig	NA	NA
TSS_Morett_data.454_143	455098	455098	+	455098	tig	NA	NA
TSS_Morett_data.454_144	455122	455122	+	455122	tig	NA	NA
TSS_Morett_data.454_145	455287	455287	+	455287	tig	NA	NA
TSS_Morett_data.454_146	456646	456646	+	456646	clpP	NA	NA
TSS_Morett_data.454_147	456651	456651	+	456651	clpP	NA	NA
TSS_Morett_data.454_148	461316	461316	+	461316	hupB	NA	NA
TSS_Morett_data.454_149	461333	461333	+	461333	hupB	NA	NA
TSS_Morett_data.454_150	461334	461334	+	461334	hupB	NA	NA
TSS_Morett_data.454_151	461357	461357	+	461357	hupB	NA	NA
TSS_Morett_data.454_152	461407	461407	+	461407	hupB	NA	NA
TSS_Morett_data.454_153	461819	461819	+	461819	ppiD	NA	NA
TSS_Morett_data.454_154	461853	461853	+	461853	ppiD	NA	NA
TSS_Morett_data.454_155	465568	465568	-	465568	queC	NA	NA
TSS_Morett_data.454_156	475201	475201	-	475201	tesB	NA	NA
TSS_Morett_data.454_157	475306	475306	+	475306	ybaY	NA	NA
TSS_Morett_data.454_158	475666	475666	-	475666	tesB	NA	NA
TSS_Morett_data.454_159	476311	476311	-	476311	atl	NA	NA
TSS_Morett_data.454_160	479285	479285	-	479285	ylaC	NA	NA
TSS_Morett_data.454_161	481447	481447	-	481447	acrB	NA	NA
TSS_Morett_data.454_162	485701	485701	-	485701	acrA	NA	NA
TSS_Morett_data.454_163	486489	486489	+	486489	kefA	NA	NA
TSS_Morett_data.454_164	490708	490708	-	490708	ybaM	NA	NA
TSS_Morett_data.454_165	490859	490859	+	490859	ybaN	NA	NA
TSS_Morett_data.454_166	490888	490888	-	490888	priC	NA	NA
TSS_Morett_data.454_167	491310	491310	+	491310	apt	NA	NA
TSS_Morett_data.454_168	491315	491315	+	491315	apt	NA	NA
TSS_Morett_data.454_169	494374	494374	+	494374	recR	NA	NA
TSS_Morett_data.454_170	495075	495075	+	495075	htpG	NA	NA
TSS_Morett_data.454_171	497135	497135	+	497135	adk	NA	NA
TSS_Morett_data.454_172	503291	503291	-	503291	ybaL	NA	NA
TSS_Morett_data.454_173	511603	511603	-	511603	copA	NA	NA
TSS_Morett_data.454_174	512523	512523	+	512523	ybaS	NA	NA
TSS_Morett_data.454_175	512559	512559	+	512559	ybaT	NA	NA
TSS_Morett_data.454_176	520080	520080	-	520080	tesA	NA	NA
TSS_Morett_data.454_177	523216	523216	+	523216	rhsD	NA	NA
TSS_Morett_data.454_178	532983	532983	+	532983	allR	NA	NA
TSS_Morett_data.454_179	556416	556416	-	556416	ybcI	NA	NA
TSS_Morett_data.454_180	557024	557024	-	557024	ybcJ	NA	NA
TSS_Morett_data.454_181	557355	557355	-	557355	ybcJ	NA	NA
TSS_Morett_data.454_182	557778	557778	-	557778	folD	NA	NA
TSS_Morett_data.454_183	576342	576342	-	576342	nmpC	NA	NA
TSS_Morett_data.454_184	585664	585664	-	585664	ompT	NA	NA
TSS_Morett_data.454_185	601927	601927	+	601927	pheP	NA	NA
TSS_Morett_data.454_186	601929	601929	+	601929	pheP	NA	NA
TSS_Morett_data.454_187	604683	604683	-	604683	ybdG	NA	NA
TSS_Morett_data.454_188	614174	614174	+	614174	entF	NA	NA
TSS_Morett_data.454_189	615671	615671	+	615671	entF	NA	NA
TSS_Morett_data.454_190	622190	622190	-	622190	fepD	NA	NA
TSS_Morett_data.454_191	626247	626247	+	626247	entE	NA	NA
TSS_Morett_data.454_192	627488	627488	+	627488	entE	NA	NA
TSS_Morett_data.454_193	628289	628289	+	628289	entA	NA	NA
TSS_Morett_data.454_194	629169	629169	+	629169	entH	NA	NA
TSS_Morett_data.454_195	629501	629501	+	629501	entH	NA	NA
TSS_Morett_data.454_196	638921	638921	+	638921	ahpC	NA	NA
TSS_Morett_data.454_197	656006	656006	-	656006	dcuC	NA	NA
TSS_Morett_data.454_198	669054	669054	-	669054	ybeB	NA	NA
TSS_Morett_data.454_199	669072	669072	-	669072	ybeB	NA	NA
TSS_Morett_data.454_200	674751	674751	-	674751	leuS	NA	NA
TSS_Morett_data.454_201	674845	674845	-	674845	leuS	NA	NA
TSS_Morett_data.454_202	674976	674976	-	674976	leuS	NA	NA
TSS_Morett_data.454_203	674997	674997	+	674997	ybeL	NA	NA
TSS_Morett_data.454_204	690956	690956	-	690956	lnt	NA	NA
TSS_Morett_data.454_205	695077	695077	+	695077	ubiF	NA	NA
TSS_Morett_data.454_206	697001	697001	-	697001	glnU	NA	NA
TSS_Morett_data.454_207	697085	697085	-	697085	leuW	NA	NA
TSS_Morett_data.454_208	697115	697115	-	697115	glnU	NA	NA
TSS_Morett_data.454_209	697170	697170	-	697170	metT	NA	NA
TSS_Morett_data.454_210	702866	702866	-	702866	nagB	NA	NA
TSS_Morett_data.454_211	704056	704056	+	704056	nagE	NA	NA
TSS_Morett_data.454_212	710825	710825	-	710825	fur	NA	NA
TSS_Morett_data.454_213	711474	711474	-	711474	fldA	NA	NA
TSS_Morett_data.454_214	711521	711521	-	711521	fldA	NA	NA
TSS_Morett_data.454_215	713341	713341	+	713341	pgm	NA	NA
TSS_Morett_data.454_216	713462	713462	+	713462	pgm	NA	NA
TSS_Morett_data.454_217	743544	743544	+	743544	ybgJ	NA	NA
TSS_Morett_data.454_218	754670	754670	-	754670	gltA	NA	NA
TSS_Morett_data.454_219	754671	754671	-	754671	gltA	NA	NA
TSS_Morett_data.454_220	754908	754908	-	754908	gltA	NA	NA
TSS_Morett_data.454_221	754955	754955	+	754955	sdhC	NA	NA
TSS_Morett_data.454_222	755407	755407	+	755407	sdhD	NA	NA
TSS_Morett_data.454_223	755883	755883	+	755883	sdhA	NA	NA
TSS_Morett_data.454_224	757667	757667	+	757667	sdhB	NA	NA
TSS_Morett_data.454_225	761521	761521	+	761521	sucA	NA	NA
TSS_Morett_data.454_226	761521	761521	+	761521	sucB	NA	NA
TSS_Morett_data.454_227	761849	761849	+	761849	sucB	NA	NA
TSS_Morett_data.454_228	761851	761851	+	761851	sucB	NA	NA
TSS_Morett_data.454_229	763055	763055	+	763055	sucC	NA	NA
TSS_Morett_data.454_230	771386	771386	+	771386	cydA	NA	NA
TSS_Morett_data.454_231	771458	771458	+	771458	cydA	NA	NA
TSS_Morett_data.454_232	775597	775597	+	775597	tolR	NA	NA
TSS_Morett_data.454_233	777700	777700	+	777700	tolB	NA	NA
TSS_Morett_data.454_234	777713	777713	+	777713	tolB	NA	NA
TSS_Morett_data.454_235	778962	778962	+	778962	pal	NA	NA
TSS_Morett_data.454_236	780512	780512	+	780512	lysT	NA	NA
TSS_Morett_data.454_237	780760	780760	+	780760	valT	NA	NA
TSS_Morett_data.454_238	785462	785462	-	785462	ybgS	NA	NA
TSS_Morett_data.454_239	785591	785591	+	785591	aroG	NA	NA
TSS_Morett_data.454_240	787611	787611	-	787611	gpmA	NA	NA
TSS_Morett_data.454_241	787632	787632	-	787632	gpmA	NA	NA
TSS_Morett_data.454_242	788964	788964	-	788964	galM	NA	NA
TSS_Morett_data.454_243	789046	789046	-	789046	galM	NA	NA
TSS_Morett_data.454_244	792081	792081	-	792081	galE	NA	NA
TSS_Morett_data.454_245	794658	794658	-	794658	modE	NA	NA
TSS_Morett_data.454_246	795062	795062	+	795062	modA	NA	NA
TSS_Morett_data.454_247	809301	809301	+	809301	bioB	NA	NA
TSS_Morett_data.454_248	810119	810119	+	810119	bioF	NA	NA
TSS_Morett_data.454_249	810554	810554	+	810554	bioF	NA	NA
TSS_Morett_data.454_250	816667	816667	-	816667	ybhK	NA	NA
TSS_Morett_data.454_251	816913	816913	+	816913	moaA	NA	NA
TSS_Morett_data.454_252	817977	817977	+	817977	moaB	NA	NA
TSS_Morett_data.454_253	818015	818015	+	818015	moaB	NA	NA
TSS_Morett_data.454_254	819062	819062	+	819062	moaD	NA	NA
TSS_Morett_data.454_255	819068	819068	+	819068	moaD	NA	NA
TSS_Morett_data.454_256	819858	819858	+	819858	ybhL	NA	NA
TSS_Morett_data.454_257	830667	830667	-	830667	ybiH	NA	NA
TSS_Morett_data.454_258	830870	830870	-	830870	ybiH	NA	NA
TSS_Morett_data.454_259	836318	836318	+	836318	ybiC	NA	NA
TSS_Morett_data.454_260	842313	842313	+	842313	rlmF	NA	NA
TSS_Morett_data.454_261	848949	848949	-	848949	dps	NA	NA
TSS_Morett_data.454_262	850418	850418	+	850418	ompX	NA	NA
TSS_Morett_data.454_263	855788	855788	-	855788	ybiS	NA	NA
TSS_Morett_data.454_264	860054	860054	-	860054	ybiV	NA	NA
TSS_Morett_data.454_265	863710	863710	+	863710	fsaA	NA	NA
TSS_Morett_data.454_266	866394	866394	-	866394	moeA	NA	NA
TSS_Morett_data.454_267	878070	878070	-	878070	rimO	NA	NA
TSS_Morett_data.454_268	880518	880518	-	880518	yliJ	NA	NA
TSS_Morett_data.454_269	880618	880618	+	880618	dacC	NA	NA
TSS_Morett_data.454_270	880635	880635	+	880635	dacC	NA	NA
TSS_Morett_data.454_271	883026	883026	-	883026	deoR	NA	NA
TSS_Morett_data.454_272	883435	883435	-	883435	ybjG	NA	NA
TSS_Morett_data.454_273	889888	889888	+	889888	ybjM	NA	NA
TSS_Morett_data.454_274	892930	892930	+	892930	ybjN	NA	NA
TSS_Morett_data.454_275	902988	902988	-	902988	artI	NA	NA
TSS_Morett_data.454_276	904513	904513	-	904513	ybjP	NA	NA
TSS_Morett_data.454_277	909318	909318	-	909318	ltaE	NA	NA
TSS_Morett_data.454_278	909319	909319	-	909319	ltaE	NA	NA
TSS_Morett_data.454_279	909320	909320	-	909320	ltaE	NA	NA
TSS_Morett_data.454_280	909727	909727	-	909727	ltaE	NA	NA
TSS_Morett_data.454_281	922664	922664	-	922664	cspD	NA	NA
TSS_Morett_data.454_282	922676	922676	-	922676	cspD	NA	NA
TSS_Morett_data.454_283	923210	923210	+	923210	clpA	NA	NA
TSS_Morett_data.454_284	924058	924058	+	924058	clpA	NA	NA
TSS_Morett_data.454_285	925029	925029	+	925029	clpA	NA	NA
TSS_Morett_data.454_286	925261	925261	+	925261	clpA	NA	NA
TSS_Morett_data.454_287	926396	926396	-	926396	infA	NA	NA
TSS_Morett_data.454_288	930999	930999	-	930999	cydD	NA	NA
TSS_Morett_data.454_289	932077	932077	-	932077	trxB	NA	NA
TSS_Morett_data.454_290	933135	933135	+	933135	ftsK	NA	NA
