id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Wade_mini_1	58	58	+	58	NA	NA	NA
TSS_Wade_mini_2	123	123	+	123	NA	NA	NA
TSS_Wade_mini_3	144	144	+	144	NA	NA	NA
TSS_Wade_mini_4	145	145	+	145	NA	NA	NA
TSS_Wade_mini_5	146	146	+	146	NA	NA	NA
TSS_Wade_mini_6	147	147	+	147	NA	NA	NA
TSS_Wade_mini_7	153	153	+	153	NA	NA	NA
TSS_Wade_mini_8	1176	1176	-	1176	NA	NA	NA
TSS_Wade_mini_9	2565	2565	+	2565	NA	NA	NA
TSS_Wade_mini_10	5079	5079	+	5079	NA	NA	NA
TSS_Wade_mini_11	6060	6060	+	6060	NA	NA	NA
TSS_Wade_mini_12	7625	7625	+	7625	NA	NA	NA
TSS_Wade_mini_13	7626	7626	+	7626	NA	NA	NA
TSS_Wade_mini_14	8014	8014	-	8014	NA	NA	NA
TSS_Wade_mini_15	8052	8052	-	8052	NA	NA	NA
TSS_Wade_mini_16	8192	8192	+	8192	NA	NA	NA
TSS_Wade_mini_17	9277	9277	+	9277	NA	NA	NA
TSS_Wade_mini_18	9359	9359	-	9359	NA	NA	NA
TSS_Wade_mini_19	10989	10989	-	10989	NA	NA	NA
TSS_Wade_mini_20	11017	11017	-	11017	NA	NA	NA
TSS_Wade_mini_21	12132	12132	-	12132	NA	NA	NA
TSS_Wade_mini_22	12133	12133	+	12133	NA	NA	NA
TSS_Wade_mini_23	14534	14534	+	14534	NA	NA	NA
TSS_Wade_mini_24	14536	14536	+	14536	NA	NA	NA
TSS_Wade_mini_25	14884	14884	+	14884	NA	NA	NA
TSS_Wade_mini_26	16952	16952	+	16952	NA	NA	NA
TSS_Wade_mini_27	17143	17143	-	17143	NA	NA	NA
TSS_Wade_mini_28	17422	17422	+	17422	NA	NA	NA
TSS_Wade_mini_29	17423	17423	+	17423	NA	NA	NA
TSS_Wade_mini_30	17426	17426	+	17426	NA	NA	NA
TSS_Wade_mini_31	17725	17725	-	17725	NA	NA	NA
TSS_Wade_mini_32	17981	17981	+	17981	NA	NA	NA
TSS_Wade_mini_33	17989	17989	-	17989	NA	NA	NA
TSS_Wade_mini_34	18024	18024	+	18024	NA	NA	NA
TSS_Wade_mini_35	18025	18025	+	18025	NA	NA	NA
TSS_Wade_mini_36	18373	18373	+	18373	NA	NA	NA
TSS_Wade_mini_37	20984	20984	+	20984	NA	NA	NA
TSS_Wade_mini_38	20986	20986	+	20986	NA	NA	NA
TSS_Wade_mini_39	21006	21006	+	21006	NA	NA	NA
TSS_Wade_mini_40	21124	21124	-	21124	NA	NA	NA
