id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Morett_phosphate.enrichment_1	38	38	+	38	thrL	UpSenseExten	301
TSS_Morett_phosphate.enrichment_2	148	148	+	148	thrL	UpSense	5172
TSS_Morett_phosphate.enrichment_3	683	684	+	683	thrA	InSense	1465
TSS_Morett_phosphate.enrichment_4	688	688	+	688	thrA	InSense	233
TSS_Morett_phosphate.enrichment_5	703	703	+	703	thrA	InSense	409
TSS_Morett_phosphate.enrichment_6	1009	1009	+	1009	thrA	InSense	465
TSS_Morett_phosphate.enrichment_7	1176	1176	-	1176	thrA	InAntiSense	1118
TSS_Morett_phosphate.enrichment_8	1886	1886	+	1886	thrA	InSense	304
TSS_Morett_phosphate.enrichment_9	1965	1965	+	1965	thrA	InSense	1104
TSS_Morett_phosphate.enrichment_10	2581	2581	+	2581	thrA	InSense	875
TSS_Morett_phosphate.enrichment_11	2811	2811	+	2811	thrB	UpSense	376
TSS_Morett_phosphate.enrichment_12	3066	3066	+	3066	thrB	InSense	820
TSS_Morett_phosphate.enrichment_13	3368	3368	+	3368	thrB	InSense	387
TSS_Morett_phosphate.enrichment_14	3396	3396	+	3396	thrB	InSense	304
TSS_Morett_phosphate.enrichment_15	3401	3401	+	3401	thrB	InSense	227
TSS_Morett_phosphate.enrichment_16	4241	4241	+	4241	thrC	InSense	901
TSS_Morett_phosphate.enrichment_17	6484	6484	-	6484	yaaA	UpSense	367
TSS_Morett_phosphate.enrichment_18	8191	8192	+	8191	talB	UpSense	10155
TSS_Morett_phosphate.enrichment_19	8198	8198	+	8198	talB	UpSense	7048
TSS_Morett_phosphate.enrichment_20	8211	8211	+	8211	talB	UpSense	335
TSS_Morett_phosphate.enrichment_21	8229	8230	+	8230	talB	UpSense	10718
TSS_Morett_phosphate.enrichment_22	8232	8232	+	8232	talB	UpSense	579
TSS_Morett_phosphate.enrichment_23	8352	8352	+	8352	talB	InSense	743
TSS_Morett_phosphate.enrichment_24	8638	8638	+	8638	talB	InSense	3243
TSS_Morett_phosphate.enrichment_25	9277	9278	+	9277	mog	UpSense	2433
TSS_Morett_phosphate.enrichment_26	12048	12048	+	12048	dnaK	UpSense	2686
TSS_Morett_phosphate.enrichment_27	12142	12142	+	12142	dnaK	UpSense	1660
TSS_Morett_phosphate.enrichment_28	12891	12891	+	12891	dnaK	InSense	386
TSS_Morett_phosphate.enrichment_29	13044	13044	+	13044	dnaK	InSense	249
TSS_Morett_phosphate.enrichment_30	13046	13046	+	13046	dnaK	InSense	110
TSS_Morett_phosphate.enrichment_31	13048	13049	+	13048	dnaK	InSense	1800
TSS_Morett_phosphate.enrichment_32	13052	13055	+	13052	dnaK	InSense	78781
