id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Palsson_glutamine.nitrogen_1	148	148	+	148	NA	NA	2869
TSS_Palsson_glutamine.nitrogen_2	195	195	+	195	NA	NA	420
TSS_Palsson_glutamine.nitrogen_3	2581	2581	+	2581	NA	NA	111
TSS_Palsson_glutamine.nitrogen_4	2678	2678	+	2678	NA	NA	19
TSS_Palsson_glutamine.nitrogen_5	8094	8094	+	8094	NA	NA	82
TSS_Palsson_glutamine.nitrogen_6	8191	8191	+	8191	NA	NA	319
TSS_Palsson_glutamine.nitrogen_7	8443	8443	-	8443	NA	NA	949
TSS_Palsson_glutamine.nitrogen_8	12048	12048	+	12048	NA	NA	103
TSS_Palsson_glutamine.nitrogen_9	12381	12381	-	12381	NA	NA	6
TSS_Palsson_glutamine.nitrogen_10	16872	16872	+	16872	NA	NA	18
TSS_Palsson_glutamine.nitrogen_11	16949	16949	-	16949	NA	NA	41
TSS_Palsson_glutamine.nitrogen_12	16961	16961	-	16961	NA	NA	20
TSS_Palsson_glutamine.nitrogen_13	20910	20910	-	20910	NA	NA	577
TSS_Palsson_glutamine.nitrogen_14	20984	20984	+	20984	NA	NA	13
TSS_Palsson_glutamine.nitrogen_15	21007	21007	+	21007	NA	NA	73
TSS_Palsson_glutamine.nitrogen_16	21098	21098	-	21098	NA	NA	59
TSS_Palsson_glutamine.nitrogen_17	21207	21207	-	21207	NA	NA	59
TSS_Palsson_glutamine.nitrogen_18	28147	28147	+	28147	NA	NA	9
TSS_Palsson_glutamine.nitrogen_19	52034	52034	-	52034	NA	NA	7521
TSS_Palsson_glutamine.nitrogen_20	52587	52587	-	52587	NA	NA	344
TSS_Palsson_glutamine.nitrogen_21	57150	57150	+	57150	NA	NA	96
TSS_Palsson_glutamine.nitrogen_22	57156	57156	-	57156	NA	NA	1279
TSS_Palsson_glutamine.nitrogen_23	57241	57241	-	57241	NA	NA	599
TSS_Palsson_glutamine.nitrogen_24	58773	58773	+	58773	NA	NA	19
TSS_Palsson_glutamine.nitrogen_25	63403	63403	-	63403	NA	NA	41
TSS_Palsson_glutamine.nitrogen_26	63588	63588	-	63588	NA	NA	1628
TSS_Palsson_glutamine.nitrogen_27	70221	70221	+	70221	NA	NA	150
TSS_Palsson_glutamine.nitrogen_28	71271	71271	+	71271	NA	NA	50
TSS_Palsson_glutamine.nitrogen_29	75538	75538	-	75538	NA	NA	40
TSS_Palsson_glutamine.nitrogen_30	75608	75608	-	75608	NA	NA	41
TSS_Palsson_glutamine.nitrogen_31	75864	75864	-	75864	NA	NA	6
TSS_Palsson_glutamine.nitrogen_32	75958	75958	-	75958	NA	NA	10
TSS_Palsson_glutamine.nitrogen_33	77367	77367	+	77367	NA	NA	939
TSS_Palsson_glutamine.nitrogen_34	77418	77418	+	77418	NA	NA	21
TSS_Palsson_glutamine.nitrogen_35	77438	77438	+	77438	NA	NA	27
TSS_Palsson_glutamine.nitrogen_36	77483	77483	+	77483	NA	NA	34
TSS_Palsson_glutamine.nitrogen_37	83699	83699	-	83699	NA	NA	36
TSS_Palsson_glutamine.nitrogen_38	83735	83735	-	83735	NA	NA	7690
TSS_Palsson_glutamine.nitrogen_39	89590	89590	+	89590	NA	NA	1080
TSS_Palsson_glutamine.nitrogen_40	89683	89683	+	89683	NA	NA	26
TSS_Palsson_glutamine.nitrogen_41	89954	89954	+	89954	NA	NA	60
TSS_Palsson_glutamine.nitrogen_42	90367	90367	+	90367	NA	NA	118
