id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Yan_rich_1	2580	2580	+	2580	b0002,b0003,b0004	NA	NA
TSS_Yan_rich_2	6481	6481	-	6481	b0006	NA	NA
TSS_Yan_rich_3	6481	6481	-	6481	b0006	NA	NA
TSS_Yan_rich_4	8190	8190	+	8190	b0008	NA	NA
TSS_Yan_rich_5	8190	8190	+	8190	b0008,b0009	NA	NA
TSS_Yan_rich_6	9276	9276	+	9276	b0009	NA	NA
TSS_Yan_rich_7	12047	12047	+	12047	b0014	NA	NA
TSS_Yan_rich_8	12047	12047	+	12047	b0014,b0015,b0016	NA	NA
TSS_Yan_rich_9	12122	12122	+	12122	b0014	NA	NA
TSS_Yan_rich_10	12122	12122	+	12122	b0014	NA	NA
TSS_Yan_rich_11	12122	12122	+	12122	b0014,b0015,b0016	NA	NA
TSS_Yan_rich_12	15444	15444	+	15444	b0016	NA	NA
TSS_Yan_rich_13	17453	17453	+	17453	b0019	NA	NA
TSS_Yan_rich_14	17453	17453	+	17453	b0019,b0020	NA	NA
TSS_Yan_rich_15	21117	21117	-	21117	b0023	NA	NA
TSS_Yan_rich_16	21117	21117	-	21117	b0023	NA	NA
TSS_Yan_rich_17	21207	21207	-	21207	b0023	NA	NA
TSS_Yan_rich_18	21207	21207	-	21207	b0023	NA	NA
TSS_Yan_rich_19	21382	21382	+	21382	b0024,b0025,b0026,b0027	NA	NA
TSS_Yan_rich_20	21834	21834	+	21834	b0025,b0026,b0027	NA	NA
TSS_Yan_rich_21	22368	22368	+	22368	b0026,b0027,b0028,b0029	NA	NA
TSS_Yan_rich_22	27263	27263	+	27263	b0030	NA	NA
TSS_Yan_rich_23	27263	27263	+	27263	b0030,b0031	NA	NA
TSS_Yan_rich_24	28287	28287	+	28287	b0031	NA	NA
TSS_Yan_rich_25	29550	29550	+	29550	b0032,b0033	NA	NA
TSS_Yan_rich_26	29620	29620	+	29620	b0032,b0033	NA	NA
TSS_Yan_rich_27	39507	39507	-	39507	b0039,b0038,b0037	NA	NA
TSS_Yan_rich_28	39939	39939	-	39939	b0039,b0038,b0037	NA	NA
TSS_Yan_rich_29	42324	42324	+	42324	b0041,b0042,b0043,b0044	NA	NA
TSS_Yan_rich_30	47214	47214	+	47214	b0046,b0047,b0048	NA	NA
TSS_Yan_rich_31	49798	49798	+	49798	b0048	NA	NA
TSS_Yan_rich_32	52587	52587	-	52587	b0052,b0051,b0050,b0049	NA	NA
TSS_Yan_rich_33	55306	55306	-	55306	b0054,b0053,b0052,b0051,b0050	NA	NA
TSS_Yan_rich_34	55358	55358	-	55358	b0054,b0053,b0052,b0051,b0050	NA	NA
TSS_Yan_rich_35	57156	57156	-	57156	b0054,b0053,b0052	NA	NA
TSS_Yan_rich_36	57241	57241	-	57241	b0054,b0053,b0052	NA	NA
TSS_Yan_rich_37	57258	57258	+	57258	b0055,b0056,b0057	NA	NA
TSS_Yan_rich_38	63356	63356	-	63356	b0059,b0058	NA	NA
TSS_Yan_rich_39	65803	65803	-	65803	b0060	NA	NA
TSS_Yan_rich_40	70077	70077	-	70077	b0063,b0062,b0061	NA	NA
TSS_Yan_rich_41	75608	75608	-	75608	b0068,b0067,b0066	NA	NA
TSS_Yan_rich_42	77339	77339	-	77339	b0069,b0068,b0067	NA	NA
TSS_Yan_rich_43	77403	77403	-	77403	b0069,b0068,b0067	NA	NA
TSS_Yan_rich_44	77566	77566	+	77566	b4577,b0070	NA	NA
TSS_Yan_rich_45	85598	85598	+	85598	b0077,b0078,b0079,b0080	NA	NA
TSS_Yan_rich_46	87968	87968	+	87968	b0080	NA	NA
TSS_Yan_rich_47	87968	87968	+	87968	b0080,b0081,b0082,b0083,b0084	NA	NA
TSS_Yan_rich_48	89588	89588	+	89588	b0081,b0082,b0083,b0084	NA	NA
TSS_Yan_rich_49	102532	102532	+	102532	b0092,b0093,b0094	NA	NA
TSS_Yan_rich_50	102742	102742	+	102742	b0092,b0093,b0094,b0095	NA	NA
TSS_Yan_rich_51	104635	104635	+	104635	b0094,b0095,b0096,b0097	NA	NA
TSS_Yan_rich_52	106507	106507	+	106507	b0096	NA	NA
TSS_Yan_rich_53	106507	106507	+	106507	b0096,b0097,b0098	NA	NA
TSS_Yan_rich_54	106529	106529	+	106529	b0096,b0097,b0098	NA	NA
TSS_Yan_rich_55	107667	107667	+	107667	b0097,b0098	NA	NA
TSS_Yan_rich_56	113322	113322	-	113322	b0103,b0102,b0101,b0100	NA	NA
TSS_Yan_rich_57	113395	113395	+	113395	b0104	NA	NA
TSS_Yan_rich_58	113395	113395	+	113395	b0104	NA	NA
TSS_Yan_rich_59	118679	118679	-	118679	b0109	NA	NA
TSS_Yan_rich_60	122024	122024	+	122024	b0113,b0114	NA	NA
TSS_Yan_rich_61	122033	122033	+	122033	b0113	NA	NA
TSS_Yan_rich_62	122033	122033	+	122033	b0113,b0114	NA	NA
TSS_Yan_rich_63	127636	127636	+	127636	b0116	NA	NA
TSS_Yan_rich_64	127717	127717	+	127717	b0116	NA	NA
TSS_Yan_rich_65	127717	127717	+	127717	b0116	NA	NA
TSS_Yan_rich_66	131518	131518	+	131518	b0118	NA	NA
TSS_Yan_rich_67	131518	131518	+	131518	b0118,b0119	NA	NA
TSS_Yan_rich_68	134338	134338	+	134338	b0119	NA	NA
TSS_Yan_rich_69	136500	136500	-	136500	b0121,b0120	NA	NA
TSS_Yan_rich_70	136550	136550	-	136550	b0121,b0120	NA	NA
TSS_Yan_rich_71	137042	137042	+	137042	b0123	NA	NA
TSS_Yan_rich_72	137042	137042	+	137042	b0123	NA	NA
TSS_Yan_rich_73	141360	141360	+	141360	b0125	NA	NA
TSS_Yan_rich_74	141360	141360	+	141360	b0125,b0127,b0128	NA	NA
TSS_Yan_rich_75	141360	141360	+	141360	b0125,b0127,b0128,b0129	NA	NA
TSS_Yan_rich_76	142668	142668	+	142668	b0127,b0128,b0129	NA	NA
TSS_Yan_rich_77	142703	142703	-	142703	b0126	NA	NA
TSS_Yan_rich_78	142703	142703	-	142703	b0126	NA	NA
TSS_Yan_rich_79	146754	146754	-	146754	b0131	NA	NA
TSS_Yan_rich_80	146754	146754	-	146754	b0131	NA	NA
TSS_Yan_rich_81	148854	148854	-	148854	b0134,b0133	NA	NA
TSS_Yan_rich_82	148854	148854	-	148854	b0134,b0133	NA	NA
TSS_Yan_rich_83	149630	149630	-	149630	b0134,b0133	NA	NA
TSS_Yan_rich_84	149630	149630	-	149630	b0134,b0133	NA	NA
TSS_Yan_rich_85	159170	159170	-	159170	b0143,b0142	NA	NA
TSS_Yan_rich_86	160656	160656	-	160656	b0145,b0144	NA	NA
TSS_Yan_rich_87	160656	160656	-	160656	b0145,b0144,b0143,b0142	NA	NA
TSS_Yan_rich_88	161078	161078	-	161078	b0146,b0145,b0144	NA	NA
TSS_Yan_rich_89	161078	161078	-	161078	b0146,b0145,b0144,b0143	NA	NA
TSS_Yan_rich_90	161142	161142	-	161142	b0146,b0145,b0144	NA	NA
TSS_Yan_rich_91	162053	162053	-	162053	b0147,b0146,b0145,b0144	NA	NA
TSS_Yan_rich_92	162076	162076	+	162076	b0148,b0149	NA	NA
TSS_Yan_rich_93	164234	164234	+	164234	b0148,b0149	NA	NA
TSS_Yan_rich_94	164699	164699	+	164699	b0149,b0150	NA	NA
TSS_Yan_rich_95	167427	167427	+	167427	b0150	NA	NA
TSS_Yan_rich_96	167427	167427	+	167427	b0150,b0151,b0152,b0153	NA	NA
TSS_Yan_rich_97	169214	169214	+	169214	b0150,b0151,b0152,b0153	NA	NA
TSS_Yan_rich_98	174913	174913	-	174913	b0154	NA	NA
TSS_Yan_rich_99	174932	174932	+	174932	b0155,b0156	NA	NA
TSS_Yan_rich_100	174992	174992	-	174992	b0154	NA	NA
TSS_Yan_rich_101	175073	175073	+	175073	b0155,b0156	NA	NA
TSS_Yan_rich_102	175073	175073	+	175073	b0155,b0156	NA	NA
TSS_Yan_rich_103	176560	176560	+	176560	b0156	NA	NA
TSS_Yan_rich_104	179181	179181	-	179181	b0159,b0158	NA	NA
TSS_Yan_rich_105	179181	179181	-	179181	b0159,b0158,b0157	NA	NA
TSS_Yan_rich_106	180843	180843	+	180843	b0161	NA	NA
TSS_Yan_rich_107	185978	185978	-	185978	b0167,b0166,b0165	NA	NA
TSS_Yan_rich_108	185978	185978	-	185978	b0167,b0166,b0165,b0164,b0163	NA	NA
TSS_Yan_rich_109	188783	188783	-	188783	b0168,b0167,b0166,b0165,b0164	NA	NA
TSS_Yan_rich_110	189553	189553	-	189553	b0168	NA	NA
TSS_Yan_rich_111	189553	189553	-	189553	b0168,b0167,b0166	NA	NA
TSS_Yan_rich_112	189712	189712	+	189712	b4414,b0169	NA	NA
TSS_Yan_rich_113	189712	189712	+	189712	b4414,b0169,b0170	NA	NA
TSS_Yan_rich_114	189712	189712	+	189712	b4414,b0169,b0170,b0171,b0172,b0173	NA	NA
TSS_Yan_rich_115	189779	189779	+	189779	b4414,b0169,b0170	NA	NA
TSS_Yan_rich_116	189839	189839	+	189839	b4414,b0169,b0170,b0171,b0172	NA	NA
TSS_Yan_rich_117	190440	190440	+	190440	b0169,b0170,b0171	NA	NA
TSS_Yan_rich_118	190705	190705	+	190705	b0170,b0171,b0172	NA	NA
TSS_Yan_rich_119	190794	190794	+	190794	b0170,b0171,b0172,b0173,b0174	NA	NA
TSS_Yan_rich_120	191734	191734	+	191734	b0171,b0172,b0173	NA	NA
TSS_Yan_rich_121	191811	191811	+	191811	b0171,b0172,b0173,b0174	NA	NA
TSS_Yan_rich_122	192616	192616	+	192616	b0172	NA	NA
TSS_Yan_rich_123	192616	192616	+	192616	b0172,b0173,b0174,b0175,b0176	NA	NA
TSS_Yan_rich_124	192813	192813	+	192813	b0172,b0173,b0174,b0175	NA	NA
TSS_Yan_rich_125	194783	194783	+	194783	b0174,b0175,b0176,b0177	NA	NA
TSS_Yan_rich_126	196158	196158	+	196158	b0175,b0176,b0177	NA	NA
TSS_Yan_rich_127	197025	197025	+	197025	b0176,b0177,b0178	NA	NA
TSS_Yan_rich_128	197299	197299	+	197299	b0176,b0177,b0178,b0179	NA	NA
TSS_Yan_rich_129	200398	200398	+	200398	b0178,b0179	NA	NA
TSS_Yan_rich_130	200398	200398	+	200398	b0178,b0179,b0180,b0181,b0182	NA	NA
TSS_Yan_rich_131	200398	200398	+	200398	b0178,b0179,b0180,b0181,b0182	NA	NA
TSS_Yan_rich_132	201483	201483	+	201483	b0179,b0180,b0181,b0182,b0183	NA	NA
TSS_Yan_rich_133	201714	201714	+	201714	b0179,b0180,b0181,b0182,b0183	NA	NA
TSS_Yan_rich_134	202072	202072	+	202072	b0180,b0181,b0182	NA	NA
TSS_Yan_rich_135	202072	202072	+	202072	b0180,b0181,b0182,b0183,b0184	NA	NA
TSS_Yan_rich_136	202135	202135	+	202135	b0180,b0181,b0182,b0183,b0184	NA	NA
TSS_Yan_rich_137	202517	202517	+	202517	b0180,b0181,b0182,b0183	NA	NA
TSS_Yan_rich_138	208325	208325	+	208325	b0184,b0185	NA	NA
TSS_Yan_rich_139	208411	208411	+	208411	b0184,b0185	NA	NA
TSS_Yan_rich_140	211857	211857	+	211857	b0187,b0188	NA	NA
TSS_Yan_rich_141	212305	212305	+	212305	b0188	NA	NA
TSS_Yan_rich_142	214269	214269	+	214269	b0190,b0191,b0192	NA	NA
TSS_Yan_rich_143	214988	214988	+	214988	b0191,b0192	NA	NA
TSS_Yan_rich_144	218837	218837	-	218837	b0194	NA	NA
TSS_Yan_rich_145	218837	218837	-	218837	b0194,b0193	NA	NA
TSS_Yan_rich_146	220022	220022	-	220022	b0196,b0195,b0194,b0193	NA	NA
TSS_Yan_rich_147	222714	222714	-	222714	b0199,b0198,b0197,b0196,b0195	NA	NA
TSS_Yan_rich_148	222805	222805	+	222805	b0200,b0201,b0202	NA	NA
TSS_Yan_rich_149	223484	223484	+	223484	b0201,b0202,b0203,b0204	NA	NA
TSS_Yan_rich_150	223594	223594	+	223594	b0201,b0202,b0203	NA	NA
TSS_Yan_rich_151	223972	223972	+	223972	b0201,b0202	NA	NA
TSS_Yan_rich_152	233979	233979	-	233979	b0211	NA	NA
