id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Palsson_exponential_1	148	148	+	148	NA	NA	2869
TSS_Palsson_exponential_2	195	195	+	195	NA	NA	420
TSS_Palsson_exponential_3	8168	8168	-	8168	NA	NA	15
TSS_Palsson_exponential_4	8191	8191	+	8191	NA	NA	319
TSS_Palsson_exponential_5	8443	8443	-	8443	NA	NA	949
TSS_Palsson_exponential_6	10563	10563	-	10563	NA	NA	5
TSS_Palsson_exponential_7	10564	10564	-	10564	NA	NA	5
TSS_Palsson_exponential_8	16952	16952	+	16952	NA	NA	11
TSS_Palsson_exponential_9	16996	16996	+	16996	NA	NA	21
TSS_Palsson_exponential_10	17053	17053	-	17053	NA	NA	8
TSS_Palsson_exponential_11	17224	17224	+	17224	NA	NA	17
TSS_Palsson_exponential_12	20910	20910	-	20910	NA	NA	577
TSS_Palsson_exponential_13	21007	21007	+	21007	NA	NA	73
TSS_Palsson_exponential_14	21118	21118	-	21118	NA	NA	439
TSS_Palsson_exponential_15	21383	21383	+	21383	NA	NA	34
TSS_Palsson_exponential_16	28343	28343	+	28343	NA	NA	19
TSS_Palsson_exponential_17	29551	29551	+	29551	NA	NA	196
TSS_Palsson_exponential_18	52034	52034	-	52034	NA	NA	7521
TSS_Palsson_exponential_19	52587	52587	-	52587	NA	NA	344
TSS_Palsson_exponential_20	57156	57156	-	57156	NA	NA	1279
TSS_Palsson_exponential_21	58773	58773	+	58773	NA	NA	19
TSS_Palsson_exponential_22	63357	63357	-	63357	NA	NA	15
TSS_Palsson_exponential_23	63588	63588	-	63588	NA	NA	1628
TSS_Palsson_exponential_24	70221	70221	+	70221	NA	NA	150
TSS_Palsson_exponential_25	71295	71295	+	71295	NA	NA	13
TSS_Palsson_exponential_26	71315	71315	+	71315	NA	NA	6
TSS_Palsson_exponential_27	75518	75518	-	75518	NA	NA	41
TSS_Palsson_exponential_28	75538	75538	-	75538	NA	NA	40
TSS_Palsson_exponential_29	75559	75559	-	75559	NA	NA	47
