id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Storz_rich.stationary_1	38	38	+	38	thrL	upstream/sense	NA
TSS_Storz_rich.stationary_2	113	113	+	113	thrL	upstream/sense	NA
TSS_Storz_rich.stationary_3	122	122	-	122	thrL	upstream/antisense	NA
TSS_Storz_rich.stationary_4	148	148	+	148	thrL	upstream/sense	NA
TSS_Storz_rich.stationary_5	412	412	+	412	thrA	intragenic/sense	NA
TSS_Storz_rich.stationary_6	1176	1176	-	1176	thrA	intragenic/antisense	NA
TSS_Storz_rich.stationary_7	2259	2259	-	2259	thrA	intragenic/antisense	NA
TSS_Storz_rich.stationary_8	2391	2391	+	2391	thrA	intragenic/sense	NA
TSS_Storz_rich.stationary_9	2581	2581	+	2581	thrA	intragenic/sense	NA
TSS_Storz_rich.stationary_10	2581	2581	+	2581	thrB	upstream/sense	NA
TSS_Storz_rich.stationary_11	3729	3729	-	3729	thrC	upstream/antisense	NA
TSS_Storz_rich.stationary_12	3729	3729	-	3729	thrB	intragenic/antisense	NA
TSS_Storz_rich.stationary_13	3756	3756	+	3756	thrC	intragenic/sense	NA
TSS_Storz_rich.stationary_14	4787	4787	+	4787	thrC	intragenic/sense	NA
TSS_Storz_rich.stationary_15	4996	4996	-	4996	thrC	intragenic/antisense	NA
TSS_Storz_rich.stationary_16	5078	5078	-	5078	thrC	downstream/antisense	NA
TSS_Storz_rich.stationary_17	5147	5147	+	5147	yaaX	upstream/sense	NA
TSS_Storz_rich.stationary_18	5652	5652	+	5652	yaaA	downstream/antisense	NA
TSS_Storz_rich.stationary_19	5829	5829	-	5829	yaaA	intragenic/sense	NA
TSS_Storz_rich.stationary_20	5925	5925	-	5925	yaaA	intragenic/sense	NA
TSS_Storz_rich.stationary_21	5943	5943	+	5943	yaaA	intragenic/antisense	NA
TSS_Storz_rich.stationary_22	6728	6728	+	6728	yaaJ	intragenic/antisense	NA
TSS_Storz_rich.stationary_23	6966	6966	+	6966	yaaJ	intragenic/antisense	NA
TSS_Storz_rich.stationary_24	7418	7418	+	7418	yaaJ	intragenic/antisense	NA
TSS_Storz_rich.stationary_25	7482	7482	-	7482	yaaJ	intragenic/sense	NA
TSS_Storz_rich.stationary_26	8053	8053	-	8053	yaaJ	upstream/sense	NA
TSS_Storz_rich.stationary_27	8226	8226	-	8226	talB	upstream/antisense	NA
TSS_Storz_rich.stationary_28	8226	8226	-	8226	yaaJ	upstream/sense	NA
TSS_Storz_rich.stationary_29	8542	8542	-	8542	talB	intragenic/antisense	NA
TSS_Storz_rich.stationary_30	8581	8581	-	8581	talB	intragenic/antisense	NA
TSS_Storz_rich.stationary_31	8860	8860	-	8860	talB	intragenic/antisense	NA
TSS_Storz_rich.stationary_32	9277	9277	+	9277	mog	upstream/sense	NA
TSS_Storz_rich.stationary_33	9359	9359	-	9359	mog	intragenic/antisense	NA
TSS_Storz_rich.stationary_34	10476	10476	-	10476	yaaH	intragenic/sense	NA
TSS_Storz_rich.stationary_35	10584	10584	+	10584	yaaH	upstream/antisense	NA
TSS_Storz_rich.stationary_36	10584	10584	+	10584	yaaW	downstream/antisense	NA
TSS_Storz_rich.stationary_37	10989	10989	-	10989	yaaW	intragenic/sense	NA
TSS_Storz_rich.stationary_38	11033	11033	-	11033	yaaW	intragenic/sense	NA
TSS_Storz_rich.stationary_39	11090	11090	+	11090	yaaW	intragenic/antisense	NA
TSS_Storz_rich.stationary_40	11407	11407	+	11407	yaaW	upstream/antisense	NA
TSS_Storz_rich.stationary_41	11407	11407	+	11407	yaaI	intragenic/antisense	NA
TSS_Storz_rich.stationary_42	11543	11543	+	11543	yaaI	intragenic/antisense	NA
TSS_Storz_rich.stationary_43	11936	11936	-	11936	yaaI	upstream/sense	NA
TSS_Storz_rich.stationary_44	12048	12048	+	12048	dnaK	upstream/sense	NA
TSS_Storz_rich.stationary_45	12135	12135	-	12135	dnaK	upstream/antisense	NA
TSS_Storz_rich.stationary_46	13083	13083	+	13083	dnaK	intragenic/sense	NA
