id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Palsson_heat.shock_1	177	177	+	177	NA	NA	8654
TSS_Palsson_heat.shock_2	2581	2581	+	2581	NA	NA	111
TSS_Palsson_heat.shock_3	2690	2690	+	2690	NA	NA	59
TSS_Palsson_heat.shock_4	8443	8443	-	8443	NA	NA	949
TSS_Palsson_heat.shock_5	12048	12048	+	12048	NA	NA	103
TSS_Palsson_heat.shock_6	17311	17311	+	17311	NA	NA	58
TSS_Palsson_heat.shock_7	17374	17374	-	17374	NA	NA	67
TSS_Palsson_heat.shock_8	20910	20910	-	20910	NA	NA	577
TSS_Palsson_heat.shock_9	21007	21007	+	21007	NA	NA	73
TSS_Palsson_heat.shock_10	28165	28165	+	28165	NA	NA	21
TSS_Palsson_heat.shock_11	52034	52034	-	52034	NA	NA	7521
TSS_Palsson_heat.shock_12	52587	52587	-	52587	NA	NA	344
TSS_Palsson_heat.shock_13	57150	57150	+	57150	NA	NA	96
TSS_Palsson_heat.shock_14	57253	57253	-	57253	NA	NA	423
TSS_Palsson_heat.shock_15	58773	58773	+	58773	NA	NA	19
TSS_Palsson_heat.shock_16	58907	58907	+	58907	NA	NA	5
TSS_Palsson_heat.shock_17	58916	58916	+	58916	NA	NA	5
TSS_Palsson_heat.shock_18	58946	58946	+	58946	NA	NA	5
TSS_Palsson_heat.shock_19	63588	63588	-	63588	NA	NA	1628
TSS_Palsson_heat.shock_20	70221	70221	+	70221	NA	NA	150
TSS_Palsson_heat.shock_21	71086	71086	+	71086	NA	NA	5
TSS_Palsson_heat.shock_22	71127	71127	+	71127	NA	NA	17
TSS_Palsson_heat.shock_23	71271	71271	+	71271	NA	NA	50
TSS_Palsson_heat.shock_24	77367	77367	+	77367	NA	NA	939
TSS_Palsson_heat.shock_25	77474	77474	+	77474	NA	NA	7
TSS_Palsson_heat.shock_26	77483	77483	+	77483	NA	NA	34
TSS_Palsson_heat.shock_27	77516	77516	+	77516	NA	NA	10
TSS_Palsson_heat.shock_28	77525	77525	+	77525	NA	NA	7
TSS_Palsson_heat.shock_29	83668	83668	-	83668	NA	NA	16
TSS_Palsson_heat.shock_30	83735	83735	-	83735	NA	NA	7690
TSS_Palsson_heat.shock_31	83745	83745	+	83745	NA	NA	40
TSS_Palsson_heat.shock_32	85599	85599	+	85599	NA	NA	21
