id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Storz_mini.exponential_1	113	113	+	113	thrL	upstream/sense	NA
TSS_Storz_mini.exponential_2	122	122	-	122	thrL	upstream/antisense	NA
TSS_Storz_mini.exponential_3	148	148	+	148	thrL	upstream/sense	NA
TSS_Storz_mini.exponential_4	1176	1176	-	1176	thrA	intragenic/antisense	NA
TSS_Storz_mini.exponential_5	2259	2259	-	2259	thrA	intragenic/antisense	NA
TSS_Storz_mini.exponential_6	2581	2581	+	2581	thrB	upstream/sense	NA
TSS_Storz_mini.exponential_7	2581	2581	+	2581	thrA	intragenic/sense	NA
TSS_Storz_mini.exponential_8	3729	3729	-	3729	thrB	intragenic/antisense	NA
TSS_Storz_mini.exponential_9	3729	3729	-	3729	thrC	upstream/antisense	NA
TSS_Storz_mini.exponential_10	5652	5652	+	5652	yaaA	downstream/antisense	NA
TSS_Storz_mini.exponential_11	5761	5761	+	5761	yaaA	intragenic/antisense	NA
TSS_Storz_mini.exponential_12	5925	5925	-	5925	yaaA	intragenic/sense	NA
TSS_Storz_mini.exponential_13	6728	6728	+	6728	yaaJ	intragenic/antisense	NA
TSS_Storz_mini.exponential_14	6966	6966	+	6966	yaaJ	intragenic/antisense	NA
TSS_Storz_mini.exponential_15	7418	7418	+	7418	yaaJ	intragenic/antisense	NA
TSS_Storz_mini.exponential_16	7482	7482	-	7482	yaaJ	intragenic/sense	NA
TSS_Storz_mini.exponential_17	8042	8042	+	8042	yaaJ	upstream/antisense	NA
TSS_Storz_mini.exponential_18	8042	8042	+	8042	talB	upstream/sense	NA
TSS_Storz_mini.exponential_19	8053	8053	-	8053	yaaJ	upstream/sense	NA
TSS_Storz_mini.exponential_20	8226	8226	-	8226	talB	upstream/antisense	NA
TSS_Storz_mini.exponential_21	8226	8226	-	8226	yaaJ	upstream/sense	NA
TSS_Storz_mini.exponential_22	8319	8319	-	8319	talB	intragenic/antisense	NA
TSS_Storz_mini.exponential_23	8542	8542	-	8542	talB	intragenic/antisense	NA
TSS_Storz_mini.exponential_24	8581	8581	-	8581	talB	intragenic/antisense	NA
TSS_Storz_mini.exponential_25	8858	8858	-	8858	talB	intragenic/antisense	NA
TSS_Storz_mini.exponential_26	9277	9277	+	9277	mog	upstream/sense	NA
TSS_Storz_mini.exponential_27	9359	9359	-	9359	mog	intragenic/antisense	NA
TSS_Storz_mini.exponential_28	10476	10476	-	10476	yaaH	intragenic/sense	NA
TSS_Storz_mini.exponential_29	10584	10584	+	10584	yaaW	downstream/antisense	NA
TSS_Storz_mini.exponential_30	10584	10584	+	10584	yaaH	upstream/antisense	NA
TSS_Storz_mini.exponential_31	10989	10989	-	10989	yaaW	intragenic/sense	NA
TSS_Storz_mini.exponential_32	11090	11090	+	11090	yaaW	intragenic/antisense	NA
TSS_Storz_mini.exponential_33	11407	11407	+	11407	yaaW	upstream/antisense	NA
TSS_Storz_mini.exponential_34	11407	11407	+	11407	yaaI	intragenic/antisense	NA
TSS_Storz_mini.exponential_35	11543	11543	+	11543	yaaI	intragenic/antisense	NA
TSS_Storz_mini.exponential_36	11936	11936	-	11936	yaaI	upstream/sense	NA
TSS_Storz_mini.exponential_37	12048	12048	+	12048	dnaK	upstream/sense	NA
TSS_Storz_mini.exponential_38	12132	12132	-	12132	dnaK	upstream/antisense	NA
TSS_Storz_mini.exponential_39	13083	13083	+	13083	dnaK	intragenic/sense	NA
TSS_Storz_mini.exponential_40	13619	13619	+	13619	dnaK	intragenic/sense	NA
TSS_Storz_mini.exponential_41	13932	13932	+	13932	dnaJ	upstream/sense	NA
TSS_Storz_mini.exponential_42	13932	13932	+	13932	dnaK	intragenic/sense	NA
TSS_Storz_mini.exponential_43	14095	14095	-	14095	dnaK	downstream/antisense	NA
TSS_Storz_mini.exponential_44	14095	14095	-	14095	dnaJ	upstream/antisense	NA
TSS_Storz_mini.exponential_45	14535	14535	+	14535	dnaJ	intragenic/sense	NA
TSS_Storz_mini.exponential_46	15080	15080	+	15080	dnaJ	intragenic/sense	NA
TSS_Storz_mini.exponential_47	16003	16003	-	16003	insL1	intragenic/antisense	NA
TSS_Storz_mini.exponential_48	16296	16296	-	16296	insL1	intragenic/antisense	NA
TSS_Storz_mini.exponential_49	16460	16460	-	16460	insL1	intragenic/antisense	NA
TSS_Storz_mini.exponential_50	16949	16949	-	16949	hokC	upstream/sense	NA
TSS_Storz_mini.exponential_51	16949	16949	-	16949	sokC	upstream/antisense	NA
TSS_Storz_mini.exponential_52	16949	16949	-	16949	mokC	intragenic/sense	NA
TSS_Storz_mini.exponential_53	16952	16952	+	16952	mokC	intragenic/antisense	NA
TSS_Storz_mini.exponential_54	16952	16952	+	16952	sokC	upstream/sense	NA
TSS_Storz_mini.exponential_55	16952	16952	+	16952	hokC	upstream/antisense	NA
TSS_Storz_mini.exponential_56	17007	17007	-	17007	sokC	downstream/antisense	NA
TSS_Storz_mini.exponential_57	17007	17007	-	17007	mokC	upstream/sense	NA
TSS_Storz_mini.exponential_58	17224	17224	+	17224	nhaA	upstream/sense	NA
TSS_Storz_mini.exponential_59	17311	17311	+	17311	nhaA	upstream/sense	NA
TSS_Storz_mini.exponential_60	17414	17414	-	17414	nhaA	upstream/antisense	NA
TSS_Storz_mini.exponential_61	17422	17422	+	17422	nhaA	upstream/sense	NA
TSS_Storz_mini.exponential_62	17454	17454	+	17454	nhaA	upstream/sense	NA
TSS_Storz_mini.exponential_63	17589	17589	-	17589	nhaA	intragenic/antisense	NA
TSS_Storz_mini.exponential_64	17981	17981	+	17981	nhaA	intragenic/sense	NA
TSS_Storz_mini.exponential_65	18374	18374	+	18374	nhaA	intragenic/sense	NA
TSS_Storz_mini.exponential_66	18553	18553	+	18553	nhaA	intragenic/sense	NA
TSS_Storz_mini.exponential_67	18553	18553	+	18553	nhaR	upstream/sense	NA
TSS_Storz_mini.exponential_68	19155	19155	+	19155	nhaR	intragenic/sense	NA
TSS_Storz_mini.exponential_69	19187	19187	+	19187	nhaR	intragenic/sense	NA
TSS_Storz_mini.exponential_70	19486	19486	+	19486	nhaR	intragenic/sense	NA
TSS_Storz_mini.exponential_71	19511	19511	-	19511	nhaR	intragenic/antisense	NA
TSS_Storz_mini.exponential_72	19659	19659	-	19659	nhaR	downstream/antisense	NA
TSS_Storz_mini.exponential_73	19677	19677	+	19677	NA	NA	NA
TSS_Storz_mini.exponential_74	19759	19759	+	19759	insB1	downstream/antisense	NA
TSS_Storz_mini.exponential_75	19831	19831	+	19831	insB1	intragenic/antisense	NA
