id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Conway_unknown_1	114	114	+	114	thrL>	NA	NA
TSS_Conway_unknown_2	147	147	+	147	thrL>	NA	NA
TSS_Conway_unknown_3	8015	8015	-	8015	<yaaJ	NA	NA
TSS_Conway_unknown_4	8192	8192	+	8192	talB>	NA	NA
TSS_Conway_unknown_5	10564	10564	-	10564	<yaaH	NA	NA
TSS_Conway_unknown_6	12049	12049	+	12049	dnaK>	NA	NA
TSS_Conway_unknown_7	12122	12122	+	12122	dnaK>	NA	NA
TSS_Conway_unknown_8	16953	16953	+	16953	nhaA>	NA	NA
TSS_Conway_unknown_9	17228	17228	-	17228	<mokC	NA	NA
TSS_Conway_unknown_10	17311	17311	+	17311	nhaA>	NA	NA
TSS_Conway_unknown_11	21008	21008	+	21008	yaaY>	NA	NA
TSS_Conway_unknown_12	21118	21118	-	21118	<rpsT	NA	NA
TSS_Conway_unknown_13	21207	21207	-	21207	<rpsT	NA	NA
TSS_Conway_unknown_14	21384	21384	+	21384	ribF>	NA	NA
TSS_Conway_unknown_15	21835	21835	+	21835	ileS>	NA	NA
TSS_Conway_unknown_16	28288	28288	+	28288	dapB>	NA	NA
TSS_Conway_unknown_17	28344	28344	+	28344	dapB>	NA	NA
TSS_Conway_unknown_18	29552	29552	+	29552	carA>	NA	NA
TSS_Conway_unknown_19	34027	34027	-	34027	<rpsT	NA	NA
TSS_Conway_unknown_20	49789	49789	+	49789	folA>	NA	NA
TSS_Conway_unknown_21	52587	52587	-	52587	<rsmA	NA	NA
TSS_Conway_unknown_22	57252	57252	-	57252	<lptD	NA	NA
TSS_Conway_unknown_23	57327	57327	+	57327	djlA>	NA	NA
TSS_Conway_unknown_24	63449	63449	-	63449	<rapA	NA	NA
TSS_Conway_unknown_25	65802	65802	-	65802	<polB	NA	NA
TSS_Conway_unknown_26	70222	70222	+	70222	araC>	NA	NA
TSS_Conway_unknown_27	77338	77338	-	77338	<sgrR	NA	NA
TSS_Conway_unknown_28	77368	77368	+	77368	sgrT>	NA	NA
TSS_Conway_unknown_29	83735	83735	-	83735	<leuL	NA	NA
TSS_Conway_unknown_30	85600	85600	+	85600	ilvI>	NA	NA
TSS_Conway_unknown_31	89363	89363	+	89363	mraZ>	NA	NA
TSS_Conway_unknown_32	89590	89590	+	89590	mraZ>	NA	NA
TSS_Conway_unknown_33	102873	102873	+	102873	ftsQ>	NA	NA
TSS_Conway_unknown_34	104694	104694	+	104694	ftsZ>	NA	NA
TSS_Conway_unknown_35	106503	106503	+	106503	lpxC>	NA	NA
TSS_Conway_unknown_36	106956	106956	+	106956	secM>	NA	NA
TSS_Conway_unknown_37	107669	107669	+	107669	secM>	NA	NA
TSS_Conway_unknown_38	112687	112687	-	112687	<yacF	NA	NA
TSS_Conway_unknown_39	113301	113301	-	113301	<coaE	NA	NA
TSS_Conway_unknown_40	113395	113395	+	113395	guaC>	NA	NA
TSS_Conway_unknown_41	118678	118678	-	118678	<nadC	NA	NA
TSS_Conway_unknown_42	118702	118702	+	118702	ampD>	NA	NA
TSS_Conway_unknown_43	121676	121676	-	121676	<aroP	NA	NA
TSS_Conway_unknown_44	122035	122035	+	122035	pdhR>	NA	NA
TSS_Conway_unknown_45	122970	122970	+	122970	aceE>	NA	NA
TSS_Conway_unknown_46	127718	127718	+	127718	lpd>	NA	NA
TSS_Conway_unknown_47	131520	131520	+	131520	acnB>	NA	NA
TSS_Conway_unknown_48	134340	134340	+	134340	yacL>	NA	NA
TSS_Conway_unknown_49	136506	136506	-	136506	<speE	NA	NA
TSS_Conway_unknown_50	136939	136939	-	136939	<yacC	NA	NA
TSS_Conway_unknown_51	137046	137046	+	137046	cueO>	NA	NA
TSS_Conway_unknown_52	141262	141262	-	141262	<gcd	NA	NA
TSS_Conway_unknown_53	141361	141361	+	141361	hpt>	NA	NA
TSS_Conway_unknown_54	142702	142702	-	142702	<can	NA	NA
TSS_Conway_unknown_55	146723	146723	-	146723	<panD	NA	NA
TSS_Conway_unknown_56	149629	149629	-	149629	<panB	NA	NA
TSS_Conway_unknown_57	159171	159171	-	159171	<pcnB	NA	NA
TSS_Conway_unknown_58	159389	159389	-	159389	<pcnB	NA	NA
TSS_Conway_unknown_59	161376	161376	-	161376	<dksA	NA	NA
TSS_Conway_unknown_60	162001	162001	+	162001	hrpB>	NA	NA
TSS_Conway_unknown_61	162052	162052	-	162052	<ligT	NA	NA
TSS_Conway_unknown_62	167427	167427	+	167427	fhuA>	NA	NA
TSS_Conway_unknown_63	169125	169125	+	169125	fhuC>	NA	NA
