id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Palsson_stationary_1	177	177	+	177	NA	NA	8654
TSS_Palsson_stationary_2	186	186	+	186	NA	NA	1389
TSS_Palsson_stationary_3	195	195	+	195	NA	NA	420
TSS_Palsson_stationary_4	2581	2581	+	2581	NA	NA	111
TSS_Palsson_stationary_5	2690	2690	+	2690	NA	NA	59
TSS_Palsson_stationary_6	6477	6477	-	6477	NA	NA	15
TSS_Palsson_stationary_7	8237	8237	+	8237	NA	NA	18
TSS_Palsson_stationary_8	8443	8443	-	8443	NA	NA	949
TSS_Palsson_stationary_9	12048	12048	+	12048	NA	NA	103
TSS_Palsson_stationary_10	12381	12381	-	12381	NA	NA	6
TSS_Palsson_stationary_11	17311	17311	+	17311	NA	NA	58
TSS_Palsson_stationary_12	17374	17374	-	17374	NA	NA	67
TSS_Palsson_stationary_13	20898	20898	-	20898	NA	NA	114
TSS_Palsson_stationary_14	20910	20910	-	20910	NA	NA	577
TSS_Palsson_stationary_15	21007	21007	+	21007	NA	NA	73
TSS_Palsson_stationary_16	21098	21098	-	21098	NA	NA	59
TSS_Palsson_stationary_17	21112	21112	-	21112	NA	NA	14
TSS_Palsson_stationary_18	21118	21118	-	21118	NA	NA	439
TSS_Palsson_stationary_19	21207	21207	-	21207	NA	NA	59
TSS_Palsson_stationary_20	21383	21383	+	21383	NA	NA	34
TSS_Palsson_stationary_21	28147	28147	+	28147	NA	NA	9
TSS_Palsson_stationary_22	28165	28165	+	28165	NA	NA	21
TSS_Palsson_stationary_23	28287	28287	+	28287	NA	NA	8
TSS_Palsson_stationary_24	29551	29551	+	29551	NA	NA	196
TSS_Palsson_stationary_25	52034	52034	-	52034	NA	NA	7521
TSS_Palsson_stationary_26	52587	52587	-	52587	NA	NA	344
TSS_Palsson_stationary_27	57150	57150	+	57150	NA	NA	96
TSS_Palsson_stationary_28	57156	57156	-	57156	NA	NA	1279
TSS_Palsson_stationary_29	57241	57241	-	57241	NA	NA	599
TSS_Palsson_stationary_30	57253	57253	-	57253	NA	NA	423
TSS_Palsson_stationary_31	58773	58773	+	58773	NA	NA	19
TSS_Palsson_stationary_32	58916	58916	+	58916	NA	NA	5
TSS_Palsson_stationary_33	63588	63588	-	63588	NA	NA	1628
TSS_Palsson_stationary_34	70221	70221	+	70221	NA	NA	150
TSS_Palsson_stationary_35	71127	71127	+	71127	NA	NA	17
TSS_Palsson_stationary_36	71329	71329	+	71329	NA	NA	5
TSS_Palsson_stationary_37	75608	75608	-	75608	NA	NA	41
TSS_Palsson_stationary_38	75864	75864	-	75864	NA	NA	6
TSS_Palsson_stationary_39	75958	75958	-	75958	NA	NA	10
TSS_Palsson_stationary_40	77367	77367	+	77367	NA	NA	939
TSS_Palsson_stationary_41	83675	83675	-	83675	NA	NA	5
TSS_Palsson_stationary_42	83735	83735	-	83735	NA	NA	7690
TSS_Palsson_stationary_43	83745	83745	+	83745	NA	NA	40
TSS_Palsson_stationary_44	85599	85599	+	85599	NA	NA	21
TSS_Palsson_stationary_45	89590	89590	+	89590	NA	NA	1080
TSS_Palsson_stationary_46	89741	89741	+	89741	NA	NA	103
TSS_Palsson_stationary_47	90367	90367	+	90367	NA	NA	118
TSS_Palsson_stationary_48	104675	104675	+	104675	NA	NA	10
TSS_Palsson_stationary_49	104693	104693	+	104693	NA	NA	23
TSS_Palsson_stationary_50	106508	106508	+	106508	NA	NA	169
TSS_Palsson_stationary_51	107373	107373	+	107373	NA	NA	53
TSS_Palsson_stationary_52	107668	107668	+	107668	NA	NA	885
TSS_Palsson_stationary_53	113199	113199	-	113199	NA	NA	656
TSS_Palsson_stationary_54	113394	113394	+	113394	NA	NA	2874
TSS_Palsson_stationary_55	118679	118679	-	118679	NA	NA	951
TSS_Palsson_stationary_56	118726	118726	+	118726	NA	NA	5
TSS_Palsson_stationary_57	122034	122034	+	122034	NA	NA	1660
TSS_Palsson_stationary_58	127473	127473	+	127473	NA	NA	52
TSS_Palsson_stationary_59	127637	127637	+	127637	NA	NA	14
TSS_Palsson_stationary_60	134339	134339	+	134339	NA	NA	813
TSS_Palsson_stationary_61	136550	136550	-	136550	NA	NA	158
TSS_Palsson_stationary_62	136957	136957	+	136957	NA	NA	15
TSS_Palsson_stationary_63	137002	137002	+	137002	NA	NA	36
TSS_Palsson_stationary_64	137046	137046	+	137046	NA	NA	10
TSS_Palsson_stationary_65	137058	137058	-	137058	NA	NA	5
TSS_Palsson_stationary_66	141354	141354	+	141354	NA	NA	201
TSS_Palsson_stationary_67	142434	142434	+	142434	NA	NA	15
TSS_Palsson_stationary_68	142703	142703	-	142703	NA	NA	266
TSS_Palsson_stationary_69	142766	142766	-	142766	NA	NA	18
TSS_Palsson_stationary_70	144560	144560	+	144560	NA	NA	307
TSS_Palsson_stationary_71	146754	146754	-	146754	NA	NA	388
TSS_Palsson_stationary_72	146793	146793	+	146793	NA	NA	18
TSS_Palsson_stationary_73	146940	146940	+	146940	NA	NA	9
TSS_Palsson_stationary_74	147006	147006	-	147006	NA	NA	60
TSS_Palsson_stationary_75	149256	149256	-	149256	NA	NA	103
TSS_Palsson_stationary_76	149265	149265	-	149265	NA	NA	291
TSS_Palsson_stationary_77	149630	149630	-	149630	NA	NA	1242
TSS_Palsson_stationary_78	152563	152563	-	152563	NA	NA	9
TSS_Palsson_stationary_79	159172	159172	-	159172	NA	NA	271
TSS_Palsson_stationary_80	159214	159214	-	159214	NA	NA	6
TSS_Palsson_stationary_81	159390	159390	-	159390	NA	NA	22
TSS_Palsson_stationary_82	160467	160467	-	160467	NA	NA	25
TSS_Palsson_stationary_83	160478	160478	-	160478	NA	NA	176
TSS_Palsson_stationary_84	160758	160758	-	160758	NA	NA	173
TSS_Palsson_stationary_85	160767	160767	-	160767	NA	NA	60
TSS_Palsson_stationary_86	161078	161078	-	161078	NA	NA	377
TSS_Palsson_stationary_87	162053	162053	-	162053	NA	NA	40
TSS_Palsson_stationary_88	162077	162077	+	162077	NA	NA	1426
