id	start	stop	strand	pos_1	gene	orientation	total_reads
TSS_Ju_exponential_1	147	147	+	147	NA	NA	NA
TSS_Ju_exponential_2	301	301	+	301	NA	NA	NA
TSS_Ju_exponential_3	2580	2580	+	2580	NA	NA	NA
TSS_Ju_exponential_4	5147	5147	+	5147	NA	NA	NA
TSS_Ju_exponential_5	6332	6332	+	6332	NA	NA	NA
TSS_Ju_exponential_6	6481	6481	-	6481	NA	NA	NA
TSS_Ju_exponential_7	6688	6688	+	6688	NA	NA	NA
TSS_Ju_exponential_8	6727	6727	+	6727	NA	NA	NA
TSS_Ju_exponential_9	7482	7482	-	7482	NA	NA	NA
TSS_Ju_exponential_10	8016	8016	-	8016	NA	NA	NA
TSS_Ju_exponential_11	8053	8053	-	8053	NA	NA	NA
TSS_Ju_exponential_12	8190	8190	+	8190	NA	NA	NA
TSS_Ju_exponential_13	9276	9276	+	9276	NA	NA	NA
TSS_Ju_exponential_14	10564	10564	-	10564	NA	NA	NA
TSS_Ju_exponential_15	11087	11087	-	11087	NA	NA	NA
TSS_Ju_exponential_16	11541	11541	+	11541	NA	NA	NA
TSS_Ju_exponential_17	12047	12047	+	12047	NA	NA	NA
TSS_Ju_exponential_18	15444	15444	+	15444	NA	NA	NA
TSS_Ju_exponential_19	16611	16611	-	16611	NA	NA	NA
TSS_Ju_exponential_20	17053	17053	-	17053	NA	NA	NA
TSS_Ju_exponential_21	17309	17309	+	17309	NA	NA	NA
TSS_Ju_exponential_22	17453	17453	+	17453	NA	NA	NA
TSS_Ju_exponential_23	19659	19659	-	19659	NA	NA	NA
TSS_Ju_exponential_24	21006	21006	+	21006	NA	NA	NA
TSS_Ju_exponential_25	21117	21117	-	21117	NA	NA	NA
TSS_Ju_exponential_26	21207	21207	-	21207	NA	NA	NA
TSS_Ju_exponential_27	21382	21382	+	21382	NA	NA	NA
TSS_Ju_exponential_28	25013	25013	+	25013	NA	NA	NA
TSS_Ju_exponential_29	27262	27262	+	27262	NA	NA	NA
TSS_Ju_exponential_30	28286	28286	+	28286	NA	NA	NA
TSS_Ju_exponential_31	28342	28342	+	28342	NA	NA	NA
TSS_Ju_exponential_32	29550	29550	+	29550	NA	NA	NA
TSS_Ju_exponential_33	34171	34171	+	34171	NA	NA	NA
TSS_Ju_exponential_34	34193	34193	+	34193	NA	NA	NA
TSS_Ju_exponential_35	39939	39939	-	39939	NA	NA	NA
TSS_Ju_exponential_36	47214	47214	+	47214	NA	NA	NA
TSS_Ju_exponential_37	49786	49786	+	49786	NA	NA	NA
TSS_Ju_exponential_38	49798	49798	+	49798	NA	NA	NA
TSS_Ju_exponential_39	52587	52587	-	52587	NA	NA	NA
TSS_Ju_exponential_40	53089	53089	-	53089	NA	NA	NA
TSS_Ju_exponential_41	57156	57156	-	57156	NA	NA	NA
TSS_Ju_exponential_42	57241	57241	-	57241	NA	NA	NA
TSS_Ju_exponential_43	57253	57253	-	57253	NA	NA	NA
TSS_Ju_exponential_44	57258	57258	+	57258	NA	NA	NA
TSS_Ju_exponential_45	58932	58932	+	58932	NA	NA	NA
TSS_Ju_exponential_46	61378	61378	+	61378	NA	NA	NA
TSS_Ju_exponential_47	63356	63356	-	63356	NA	NA	NA
TSS_Ju_exponential_48	63588	63588	-	63588	NA	NA	NA
TSS_Ju_exponential_49	64187	64187	+	64187	NA	NA	NA
TSS_Ju_exponential_50	64744	64744	+	64744	NA	NA	NA
TSS_Ju_exponential_51	65042	65042	+	65042	NA	NA	NA
TSS_Ju_exponential_52	65803	65803	-	65803	NA	NA	NA
TSS_Ju_exponential_53	66280	66280	+	66280	NA	NA	NA
TSS_Ju_exponential_54	66965	66965	+	66965	NA	NA	NA
TSS_Ju_exponential_55	67777	67777	-	67777	NA	NA	NA
TSS_Ju_exponential_56	68653	68653	+	68653	NA	NA	NA
TSS_Ju_exponential_57	70112	70112	+	70112	NA	NA	NA
TSS_Ju_exponential_58	70220	70220	+	70220	NA	NA	NA
TSS_Ju_exponential_59	71273	71273	+	71273	NA	NA	NA
TSS_Ju_exponential_60	71327	71327	+	71327	NA	NA	NA
TSS_Ju_exponential_61	75608	75608	-	75608	NA	NA	NA
TSS_Ju_exponential_62	77339	77339	-	77339	NA	NA	NA
TSS_Ju_exponential_63	77366	77366	+	77366	NA	NA	NA
TSS_Ju_exponential_64	77403	77403	-	77403	NA	NA	NA
TSS_Ju_exponential_65	77566	77566	+	77566	NA	NA	NA
TSS_Ju_exponential_66	77914	77914	+	77914	NA	NA	NA
TSS_Ju_exponential_67	79676	79676	-	79676	NA	NA	NA
TSS_Ju_exponential_68	82644	82644	+	82644	NA	NA	NA
TSS_Ju_exponential_69	83579	83579	-	83579	NA	NA	NA
TSS_Ju_exponential_70	83735	83735	-	83735	NA	NA	NA
TSS_Ju_exponential_71	84303	84303	+	84303	NA	NA	NA
TSS_Ju_exponential_72	85598	85598	+	85598	NA	NA	NA
TSS_Ju_exponential_73	87968	87968	+	87968	NA	NA	NA
TSS_Ju_exponential_74	89359	89359	+	89359	NA	NA	NA
TSS_Ju_exponential_75	89588	89588	+	89588	NA	NA	NA
TSS_Ju_exponential_76	96017	96017	+	96017	NA	NA	NA
TSS_Ju_exponential_77	99368	99368	+	99368	NA	NA	NA
TSS_Ju_exponential_78	101946	101946	+	101946	NA	NA	NA
TSS_Ju_exponential_79	102170	102170	+	102170	NA	NA	NA
TSS_Ju_exponential_80	102532	102532	+	102532	NA	NA	NA
TSS_Ju_exponential_81	104635	104635	+	104635	NA	NA	NA
TSS_Ju_exponential_82	104692	104692	+	104692	NA	NA	NA
TSS_Ju_exponential_83	106507	106507	+	106507	NA	NA	NA
